Dialogue,Timestamp,Case,instrument-label,instrument-pred,instrument-correct,action-label,action-pred,action-correct,tissue-label,tissue-pred,tissue-correct,valid,generated_feedback,alignment_score
turn,19:09:27,29,,,,rotate_turn,rotate_turn,True,,,,True,"Rotate and turn carefully, maintaining control.",4
"turn dont push, turn",17:52:37,12,,,,rotate_turn,rotate_turn,True,,,,True,Rotate carefully to maintain control and avoid unnecessary strain.,4
turn more,19:05:01,29,,,,rotate_turn,rotate_turn,True,,,,True,"Rotate and turn carefully, maintaining control.",4
turn turn turn,16:50:54,22,,,,rotate_turn,rotate_turn,True,,,,True,"Rotate and turn carefully, maintaining control.",4
"uh huh, yes this little band",14:44:05,15,,,True,,,,,,,True,Proceed with the current task.,2
up up up up,09:14:01,17,,,,,,,,,True,True,Proceed with the next step when ready.,2
"wait, know where your vein is, know where your artery is",09:14:10,33,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Maintain awareness of the vascular and neurovascular structures.,4
was there a reason you didnt cinch it down,17:56:02,9,,,,,,True,,,,True,Proceed with the next step when ready.,2
watch your arm,16:20:32,32,,,,inspect,inspect,True,,,,True,Inspect the area carefully.,2
"watch your suture, you don't want that to touch the camera lens. if you smudge your camera you will lose your console time",16:40:45,22,suturing_tools,suturing_tools,True,,,,,,,True,Ensure suturing tools are ready for the next step.,2
watch...what are you doing?,15:53:47,8,,,,inspect,inspect,True,,,,True,Inspect the area carefully.,3
well uh in this case a 3-0 on a SH,16:57:46,13,suturing_tools,suturing_tools,True,,,,,,,True,Ensure suturing tools are ready for the next step.,2
what did you do?,14:43:04,3,,,,,,,prostate,prostate,True,True,Focus on the prostate for precise dissection.,2
when this kind of a thing is not available,13:56:07,4,,,,,,,prostate,prostate,True,True,Focus on the prostate for precise dissection.,2
"when youre at the hilum your strokes have to be smaller...because lets say theres a lumbar vein here...big stride could have ripped it right thru, if you make your moves smaller, and...much smaller injury",15:52:02,6,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Maintain awareness of the vascular and neurovascular structures.,3
where is it? look at your 4th arm,18:22:11,12,auxiliary_arm,auxiliary_arm,True,,,,,,,True,Position the auxiliary arm for optimal support.,2
where is the bladder,11:50:37,11,,,,,,,urinary_tract,urinary_tract,True,True,Focus on the urinary tract.,3
where is the bowel?,15:42:02,23,,,,,,,gastrointestinal_tract,gastrointestinal_tract,True,True,Avoid contact with the gastrointestinal tract.,2
"where is the ureter, I want to see the ureter",16:01:46,32,,,,,,,urinary_tract,urinary_tract,True,True,Focus on the urinary tract for precise dissection.,3
where is your fourth arm?,10:11:03,16,auxiliary_arm,auxiliary_arm,True,,,,,,,True,Position the auxiliary arm for optimal support.,2
where you come out has to be closer to where you just came out on the urethra,18:58:08,29,,,,,,,urinary_tract,urinary_tract,True,True,Focus on the urinary tract for precise dissection.,3
wheres the ureter,10:16:54,11,,,,,,,urinary_tract,urinary_tract,True,True,Focus on the urinary tract.,3
wheres the urethra?,18:04:19,13,,,,,,,urinary_tract,urinary_tract,True,True,Focus on the urinary tract area.,3
wheres your other stitch,19:17:17,29,suturing_tools,suturing_tools,True,,,,,,,True,Ensure suturing tools are ready for the next step.,2
why is that strand loose,18:15:17,30,suturing_tools,suturing_tools,True,,,,,,,True,Ensure suturing tools are ready for the next step.,2
why is this thing up in the air like this? your fourth arm,14:28:32,3,auxiliary_arm,auxiliary_arm,True,,,,,,,True,Position the auxiliary arm for optimal support.,4
whyd you let go of the stitch,19:16:25,29,suturing_tools,suturing_tools,True,,,,,,,True,Ensure suturing tools are ready for the next step.,2
yeah but its following the contour of the prostate,09:56:32,33,,,,,,,prostate,prostate,True,True,Focus on the prostate for precise dissection.,3
yeah go,19:15:18,29,,,,,,True,,,,True,Proceed with the next step when ready.,5
yeah just buzz that,10:28:08,31,,,,coagulate,coagulate,True,,,,True,Proceed with coagulation as needed.,5
yeah maybe cut that tissue,15:21:29,15,,,,cut_divide,cut_divide,True,,,,True,Proceed with cutting as needed.,4
yeah open all that up,09:34:33,33,,,,open_spread,open_spread,True,,,,True,Open and spread carefully.,4
yeah this time its probably uncompensated,14:34:18,15,,,,,,,,,True,True,Proceed with the next step when ready.,2
"yeah, I think those needles are reasonably big, so i think it should be fine",15:17:08,15,suturing_tools,suturing_tools,True,,,,,,,True,Prepare the suturing tools for the next step.,2
"yeah, it'll grow close to the muscle, just open it here",14:28:48,3,,,,open_spread,open_spread,True,,,,True,Open and spread carefully.,3
"yeah, just open there up... the point is to separate... look up here, look up here",09:16:17,21,,,,open_spread,open_spread,True,,,,True,Open and spread carefully.,4
"yeah, so I would not waste your time doing this, you see you had to let go of the needle... just throw and you cinch all at the end, it's just a little bit more efficient",11:18:21,1,suturing_tools,suturing_tools,True,,,,,,,True,Ensure suturing tools are ready for the next step.,2
"yeah, you can, you can... I thought when you were talking about the lateral thing I thought you were talking about the anteiror part",09:22:44,1,,,,,,,miscellaneous,miscellaneous,True,True,Focus on the miscellaneous tissue for any necessary adjustments.,2
"yeah, you keep doing the same thing... you sweep, make it bleed, and then you coagulate",14:16:32,2,energy_device,energy_device,True,coagulate,coagulate,True,,,,True,Use the energy device to coagulate effectively.,3
yes,14:51:00,26,,,,,,,prostate,prostate,True,True,Focus on the prostate for precise dissection.,2
"yes like that, what you were doing it but a little bit more force",09:38:52,33,,,True,,,,,,,True,Proceed with the next step when ready.,2
"yes, drop it, beautiful, just like that uh huh",14:46:58,15,,,,release_instrument,release_instrument,True,,,,True,Release the instrument carefully.,3
you can even come 1 mm closer to the prostate,09:14:19,1,,,,,,,prostate,prostate,True,True,Focus on the prostate for precise dissection.,3
you can go down more,14:34:12,18,,,,navigate_position,navigate_position,True,,,,True,Navigate to the desired position carefully.,3
you can grab it,15:31:24,10,,,,grip_hold,grip_hold,True,,,,True,Maintain a steady grip.,3
you can open that because it becomes your grave right?,10:52:29,31,,,,open_spread,open_spread,True,,,,True,Open and spread carefully.,3
"you can open that up though, yeah that thing",10:31:37,1,energy_device,energy_device,True,open_spread,open_spread,True,,,,True,Open and spread with the energy device carefully.,3
you can regrab and turn more,19:16:38,29,,,,grip_hold,grip_hold,True,,,,True,Maintain a steady grip.,3
"you can start with that, and then... once you free it up a little bit... get a better grab",09:35:32,1,,,,grip_hold,grip_hold,True,,,,True,Maintain a steady grip.,3
"you didn't get it, you didn't get mucosa",10:19:04,16,,,,,,,gastrointestinal_tract,gastrointestinal_tract,True,True,Avoid contact with the gastrointestinal tract.,2
"you don't want to get into bleeders there, you want to know where your ureter is, you don't want to injure your ureter, you want to know where your nerve is. The cognitive load of thinking about all of those structures should be less and less as you identify each of these structures and not only identify it but take them out of concern.",09:25:54,33,,,,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Maintain awareness of the vascular and neurovascular structures.,3
"you dont have to hook it, you can buzz it",15:52:17,32,,,,coagulate,coagulate,True,,,,True,Proceed with coagulation as needed.,2
you got to grab,19:18:53,29,,,,grip_hold,grip_hold,True,,,,True,Maintain a steady grip.,3
you gotta grab it,19:00:29,29,,,,grip_hold,grip_hold,True,,,,True,Maintain a steady grip.,4
"you had something on the skin there, where the sucker was... on the edge there... maybe... right there, you see it",15:01:19,2,,,,,,,miscellaneous,miscellaneous,True,True,Focus on the miscellaneous tissue for any necessary adjustments.,3
you need to adjust for the amount of bladder neck you have here with minimal amount of the urethra,12:26:42,25,,,,,,,urinary_tract,urinary_tract,True,True,Focus on the urinary tract area.,3
you need to grab the peritineum down there,08:51:13,19,,,,grip_hold,grip_hold,True,fat_fascial_peritoneal_planes,fat_fascial_peritoneal_planes,True,True,Grip and hold the fat fascial peritoneal planes securely.,4
you need to wrap more peritineum because its going to open up,08:51:31,19,,,,,,,fat_fascial_peritoneal_planes,fat_fascial_peritoneal_planes,True,True,"Maintain awareness of the fat, fascial, and peritoneal planes.",3
you put your fourth arm there so you can free your left hand,17:15:28,29,hand_control,hand_control,True,,,,,,,True,Use the hand control to adjust your instrument positioning.,2
you saw what you did right?..you literally just poked 2 holes in the same vein cause of a lack of awareness,15:45:04,6,energy_device,energy_device,True,,,,vascular_neurovascular_structures,vascular_neurovascular_structures,True,True,Use the energy device cautiously around vascular neurovascular structures.,3
you see how the tip of your grasper is basically stabbing into the urethra. thats pretty traumatic....,16:41:52,22,,,,,,,urinary_tract,urinary_tract,True,True,Focus on the urinary tract area for precise navigation.,2
you see how you're grabbing your needle its gonna spin like that,17:51:42,12,suturing_tools,suturing_tools,True,,,,,,,True,Ensure suturing tools are ready for the next step.,2
"you see that, right? you can actually even see how thin your posterior bladder neck is... yeah",09:28:20,1,,,,,,,urinary_tract,urinary_tract,True,True,Focus on the urinary tract for precise dissection.,2
"you see the edge of the prostate back there, yup, so don't go too close, stay a little lower. if you're working medially, you should be holding medially",12:18:48,28,,,,,,,prostate,prostate,True,True,Focus on the prostate for precise dissection.,3
you should find the ureter pretty soon,09:19:56,33,,,,,,,urinary_tract,urinary_tract,True,True,Focus on the urinary tract for precise dissection.,3
you want to switch to a needle driver?,17:45:20,9,suturing_tools,suturing_tools,True,,,,,,,True,Ensure suturing tools are ready for the next step.,2
you're fighting with your other hand,16:59:28,22,hand_control,hand_control,True,,,,,,,True,Maintain steady control of the hand controls.,2
you're just going to rip it,14:33:19,4,,,,ensure_safety,ensure_safety,True,,,,True,Ensure safety throughout the procedure.,1
"you're working in a hole, its okay, but normally you'd want to open this up so you weren't in a hole",09:20:25,17,,,,open_spread,open_spread,True,,,,True,Open and spread carefully.,4
your 4th arm,15:38:52,8,auxiliary_arm,auxiliary_arm,True,,,,,,,True,Position the auxiliary arm for optimal support.,4
"your L hands not doing anthing, pull towards cam",15:50:31,8,hand_control,hand_control,True,,,,,,,True,Maintain steady control of the hand control.,2
"your angle is barely correct, so more under the prostate",09:27:27,1,,,,,,,prostate,prostate,True,True,Focus on the prostate for precise dissection.,3
your anterior commisure is open,15:08:29,18,,,True,,,,,,,True,Proceed with the next step when ready.,2
your left hand is extended,08:53:36,19,hand_control,hand_control,True,,,,,,,True,Maintain steady control of the hand controls.,2
your left hand is facing this way,09:23:37,17,hand_control,hand_control,True,,,,,,,True,Maintain steady control of the hand controls.,2
your right hand is fine,09:23:22,17,hand_control,hand_control,True,,,,,,,True,Maintain steady control of the hand controls.,3
"your vas is right here, follow the vas",15:53:16,26,,,,,,,seminal_vesicle_vas,seminal_vesicle_vas,True,True,Focus on the seminal vesicle and vas.,3
"yup, I think yeah I like it",19:15:14,29,,,,,,True,,,,True,Proceed with the next step when ready.,2
zoom in where you tied your suture,16:16:08,18,suturing_tools,suturing_tools,True,,,,,,,True,Ensure suturing tools are ready for the next step.,2
"zoom in where you tied your suture, please",16:16:11,18,suturing_tools,suturing_tools,True,,,,,,,True,Ensure suturing tools are ready for the next step.,2
