dialogue,timestamp,case,cvid,instrument,action,tissue
"stay right on the bone, okay? stay right on the bone",09:22:17,21,c21_s0_0-37-4.avi,[NONE],[stay right],[NONE]
so you can take that,09:22:20,21,c21_s0_0-37-7.avi,[NONE],[take],[NONE]
I want to see the nerve from the lateral aspect,09:22:33,21,c21_s0_0-37-20.avi,[NONE],[NONE],[lateral aspect]
"okay, keep going",09:22:36,21,c21_s0_0-37-23.avi,[NONE],[keep going],[NONE]
yeah,09:22:46,21,c21_s0_0-37-33.avi,[NONE],[NONE],[NONE]
"so I want you to be right off the vein, right on the bone, okay?",09:23:14,21,c21_s0_0-38-1.avi,[NONE],"[be right off, be right on]","[vein, bone]"
"right on the vein, I don't see the edge of the vein",09:23:29,21,c21_s0_0-38-16.avi,[NONE],[NONE],"[vein, vein]"
buzz that,09:23:54,21,c21_s0_0-38-41.avi,[electrocautery],[buzz],[NONE]
"I wouldn't have done that, because you have no idea where your vein was on that particular snip, right? no idea",09:24:12,21,c21_s0_0-38-59.avi,[NONE],[NONE],[vein]
"okay, so open that space up, open it",09:24:20,21,c21_s0_0-39-7.avi,[NONE],[open],[NONE]
"okay, keep going",09:24:30,21,c21_s0_0-39-17.avi,[NONE],[keep going],[NONE]
"yeah it's fine, sometimes there's these nerves there, even though it should be more lateral, so those you have to be careful about, that one that looks like a vessel, yeah",09:24:37,21,c21_s0_0-39-24.avi,[NONE],[be careful],"[nerves, vessel]"
"mhm, better grab of the tissue, good",09:25:12,21,c21_s0_0-39-59.avi,[NONE],[NONE],[tissue]
"okay, so over the nerve, you can do a blunt sweep, remember how I swept towards?",09:25:38,21,c21_s0_0-40-25.avi,[NONE],[do a blunt sweep],[nerve]
so better grab the packet though,09:25:45,21,c21_s0_0-40-32.avi,[NONE],[grab],[NONE]
"uh-huh, good",09:25:50,21,c21_s0_0-40-37.avi,[NONE],[NONE],[NONE]
"sweep, sweep, sweep, that should be a very blunt dissection",09:25:52,21,c21_s0_0-40-39.avi,[NONE],[sweep],[NONE]
"don't sweep underneath there, just do above, it's a nice juicy packet there",09:25:56,21,c21_s0_0-40-43.avi,[NONE],"[don't sweep, do above]",[NONE]
"okay, so now you have to see how you're going to pedicalize that, right? so don't get distracted by all the other stuff, you have one mission, and that is to get this packet out, okay?",09:26:03,21,c21_s0_0-40-50.avi,[NONE],"[see, don't get distracted, get]",[NONE]
so you can do a little more sweeping,09:26:13,21,c21_s0_0-41-0.avi,[NONE],[sweep more],[NONE]
"yeah, you can do that, but still underneath between the nerve, there's still some sweeping you can do",09:26:15,21,c21_s0_0-41-2.avi,[NONE],[sweep],[Nerve]
"be real careful there, because you're so close to that",09:26:24,21,c21_s0_0-41-11.avi,[NONE],[NONE],[NONE]
"and ideally, you can burn some of that tissue because there are lymphatic channels there",09:26:28,21,c21_s0_0-41-15.avi,"[electrocautery, energy devices]",[BURN],"[tissue, lymphatic channels]"
"good, I like that",09:26:36,21,c21_s0_0-41-23.avi,[NONE],[NONE],[NONE]
"blunt, blunt, blunt, yeah, a lot of that is blunt but you have to have a good hold of the packet itself",09:26:55,21,c21_s0_0-41-42.avi,[NONE],"[blunt, have a good hold]",[NONE]
"blunt, let's go, let's go, blunt dissection, yeah, okay",09:27:02,21,c21_s0_0-41-49.avi,[NONE],"[blunt, go, go, blunt dissection]",[NONE]
"but there's a fine balance to finding where you need to clip or do something so it doesn't just rip off, because ideally you can clip something here as well",09:27:07,21,c21_s0_0-41-54.avi,[NONE],[NONE],[NONE]
"let's see, lift it up",09:27:28,21,c21_s0_0-42-15.avi,[NONE],[lift],[NONE]
"sure, let's put a clip there",09:27:32,21,c21_s0_0-42-19.avi,[clip],[put],[NONE]
what do you want from Louis? What are you asking him?,09:27:45,21,c21_s0_0-42-32.avi,[NONE],[NONE],[NONE]
"let's go, let's go, let's go",09:28:07,21,c21_s0_0-42-54.avi,[NONE],[NONE],[NONE]
"but you got to take the packet, take the packet, feed it to Louis properly",09:29:21,21,c21_s0_0-44-8.avi,[NONE],"[take, take, feed]",[NONE]
"go, go, go, go, go, okay get the other piece",09:29:35,21,c21_s0_0-44-22.avi,[NONE],"[get, go]",[NONE]
"come, you got to give him some room to open up, otherwise how is he going to open his ___",09:29:43,21,c21_s0_0-44-30.avi,[NONE],"[come, give]",[NONE]
"uh-huh, good, okay let's go",09:29:51,21,c21_s0_0-44-38.avi,[NONE],[NONE],[NONE]
"okay, let me do the clean up there, okay? we just have to make good time, otherwise we're going to be here forever",09:30:06,21,c21_s0_0-44-53.avi,[NONE],[NONE],[NONE]
get right on the medial aspect of that SV,09:46:00,21,c21_s0_1-0-47.avi,[NONE],[get right],"[medial aspect, Seminal Vesicle]"
"but if you see bleeding, take care of it right then and there, don't stare at it",09:46:12,21,c21_s0_1-0-59.avi,[NONE],"[take care, don't stare]",[NONE]
you're not even paying attention probably,09:46:17,21,c21_s0_1-1-4.avi,[NONE],[NONE],[NONE]
"the one you just buzzed, okay keep going, keep going, you just buzzed it already",09:46:20,21,c21_s0_1-1-7.avi,[NONE],[keep going],[NONE]
"no, so do all your medial dissection, I want to see the entire medial dissection done already",09:46:33,21,c21_s0_1-1-20.avi,[NONE],"[do, see]",[NONE]
"I'm assuming that's the... yeah... okay, go, yup",09:46:43,21,c21_s0_1-1-30.avi,[NONE],[NONE],[NONE]
just get to the medial of it,09:46:48,21,c21_s0_1-1-35.avi,[NONE],[get to the medial],[NONE]
"forget about extending, just open that space up",09:46:57,21,c21_s0_1-1-44.avi,[NONE],"[forget, open]",[NONE]
"keep going, open it up",09:47:05,21,c21_s0_1-1-52.avi,[NONE],"[keep going, open]",[NONE]
"go deep, go inside, not down, forward",09:47:14,21,c21_s0_1-2-1.avi,[NONE],"[go deep, go inside, go forward]",[NONE]
"yes, finally, keep going, keep going, I want it all freed up",09:47:23,21,c21_s0_1-2-10.avi,[NONE],"[keep going, keep going]",[NONE]
"okay, good",09:47:48,21,c21_s0_1-2-35.avi,[NONE],[NONE],[NONE]
"so you should've done that first, okay? my point is you should've done that first",09:47:51,21,c21_s0_1-2-38.avi,[NONE],[NONE],[NONE]
"yes, just cut it, cold cut, cold cut, this part is not going to bleed",09:48:23,21,c21_s0_1-3-10.avi,[NONE],[cold cut],[NONE]
then there's a little part there,09:48:31,21,c21_s0_1-3-18.avi,[NONE],[NONE],[NONE]
"down, down, I don't care about that, that's going to be taken with the prostate, right? yeah, so why do you buzz the part that's not even bleeding?",09:48:36,21,c21_s0_1-3-23.avi,[NONE],"[go down, stop buzzing]",[prostate]
"so now, you need to grab the tip of the SV, not the vas anymore the vas is useless, and if you can't grab the tip of the SV, grab as close to the tip of the SV as you can until you get the lateral attachments taken care of",09:48:43,21,c21_s0_1-3-30.avi,[graspers],"[grab, grab]","[Seminal Vesicles, vas deferens, lateral attachments]"
so for now that may be all you do,09:49:09,21,c21_s0_1-3-56.avi,[NONE],[NONE],[NONE]
"so see what you need to take there, there's going to be a vessel or two there, so be careful if this is a nerve-sparing procedure then most of this would be done with a clip",09:49:22,21,c21_s0_1-4-9.avi,[clip],"[see, be careful]","[vessel, nerve]"
"okay, look for that vessel there, buzz that vessel before it falls off",09:49:34,21,c21_s0_1-4-21.avi,[NONE],"[look, buzz]","[vessel, vessel]"
"okay, so keep going, no, no, no, work here, work here",09:49:41,21,c21_s0_1-4-28.avi,[NONE],"[keep going, work]",[NONE]
"no, so just get the tissue off the tip of the SV, that's it. stay right on the SV, you don't need to take more tissue than that",09:49:55,21,c21_s0_1-4-42.avi,[NONE],"[get, stay]","[tissue, tip of the Seminal Vesicles, Seminal Vesicles]"
"but there's more SV, you see that?",09:50:12,21,c21_s0_1-4-59.avi,[NONE],[NONE],[Seminal Vesicles]
so slowly release that,09:50:17,21,c21_s0_1-5-4.avi,[NONE],[release slowly],[NONE]
"and you just ripped the tissue off, that's not exactly what I want to see",09:50:25,21,c21_s0_1-5-12.avi,[NONE],[NONE],[tissue]
"if there's anything bleeding down there, make sure you buzz it before it falls away, okay? becuase as soon as your SV is detached, all that tissue is going to fall away from you",09:50:29,21,c21_s0_1-5-16.avi,[energy device],[buzz],"[Seminal Vesicles, tissue]"
lift up with your... your not in a very good exposed position,09:51:06,21,c21_s0_1-5-53.avi,[NONE],[lift up],[NONE]
"release that, I'm going to do the right side, okay? so just finish up there",09:51:25,21,c21_s0_1-6-12.avi,[NONE],"[release, finish up]",[NONE]
"okay, looks good enough",09:51:40,21,c21_s0_1-6-27.avi,[NONE],[NONE],[NONE]
are you left handed? are you left handed?,10:57:53,21,c21_s0_2-12-40.avi,[NONE],[NONE],[NONE]
so sweep it back,10:58:04,21,c21_s0_2-12-51.avi,[NONE],[sweep back],[NONE]
"oh! rotate rotate rotate rotate, that's not a good withdrawal, that's terrible",10:58:12,21,c21_s0_2-12-59.avi,[NONE],[Rotate],[NONE]
you got to rotate that wrist,10:58:19,21,c21_s0_2-13-6.avi,[NONE],[rotate],[NONE]
"and I would've used a right hand forehand throw, you used a left hand backhand throw, which is the hardest throw unless you're left-handed, ironic that I have to tell you that",10:58:22,21,c21_s0_2-13-9.avi,[NONE],[NONE],[NONE]
"so always use your dominant suit which if you're right handed, it's a right handed throw or forehand throw, your left hand back hand throw is your least strong suit, you do that when you have to do that",10:58:44,21,c21_s0_2-13-31.avi,[NONE],[use dominant hand],[NONE]
take it,10:59:16,21,c21_s0_2-14-3.avi,[NONE],[take],[NONE]
"ahh, , that's too thin of a bite, pull that out that's too thin and you were not turning your wrist as you were taking it out",11:00:00,21,c21_s0_2-14-47.avi,[NONE],[pull out],[artery]
"so bigger bite, and you got to turn your wrist, going in and going out",11:00:10,21,c21_s0_2-14-57.avi,[NONE],[turn wrist],[NONE]
"so you can't do a pluck technique, you gotta rotate",11:00:27,21,c21_s0_2-15-14.avi,[NONE],[rotate],[NONE]
"there you go, that is finally the first good one there, okay?",11:00:31,21,c21_s0_2-15-18.avi,[NONE],[NONE],[vein]
always cinch on the urethra side,11:00:38,21,c21_s0_2-15-25.avi,[NONE],[cinch],[NONE]
"so , when you turn there, you can't tent up on the tissue, yeah? it's gotta be neutral so when you pull, you just gotta be very neutral there",11:02:15,21,c21_s0_2-17-2.avi,[NONE],"[pull, be neutral]",[tissue]
yeah,11:02:41,21,c21_s0_2-17-28.avi,[NONE],[NONE],[NONE]
"so far assessment is your needle driving and your needle withdrawal both need work, you got to show me better wrist rotation",11:02:46,21,c21_s0_2-17-33.avi,[NONE],[show better wrist rotation],[NONE]
what is that that you're pulling out?,11:05:23,21,c21_s0_2-20-10.avi,[NONE],[NONE],[NONE]
oh you're pulling it away?,11:05:30,21,c21_s0_2-20-17.avi,[NONE],[NONE],[vein]
"so next time you do that, one hand drives, the other one's got to sweep the muscle away, yeah? so you don't have to do this, it's very traumatic, because the barbs go this way, they're not meant to go the other way, so now you're going to have a gaping hole there",11:05:32,21,c21_s0_2-20-19.avi,[NONE],"[drive, sweep]",[NONE]
"okay, so urethra still okay?",11:06:33,21,c21_s0_2-21-20.avi,[NONE],[NONE],"[tissue, lateral tissue]"
"alright, let's go",11:06:41,21,c21_s0_2-21-28.avi,[NONE],[NONE],[peritoneum]
"travel, travel",11:09:28,21,c21_s0_2-24-15.avi,[NONE],[travel],[NONE]
"take it, take it, what happened?",11:10:25,21,c21_s0_2-25-12.avi,[NONE],[take],[NONE]
"okay, unless it's egregious, you should take the bite, because you've already pierced through the urethra, so unless it's terrible, I'll tell you if it's terrible then you move on, because you don't want to repoke repoke",11:10:32,21,c21_s0_2-25-19.avi,[NONE],"[take, move on]",[NONE]
that's better,11:11:38,21,c21_s0_2-26-25.avi,[NONE],[NONE],[NONE]
so just account for the spacing right? there's more space on the bladder side than on the urethra side,11:11:39,21,c21_s0_2-26-26.avi,[NONE],[NONE],[vein]
"that was decent travel, probably no more than that though",11:11:45,21,c21_s0_2-26-32.avi,[electrocautery],[NONE],[NONE]
"so more travel bladder side, less travel on the urethra side",11:11:52,21,c21_s0_2-26-39.avi,[NONE],"[travel more, travel less]",[NONE]
"so when you cinch, pull 90 degrees from the tissue, okay? if you pull towards the head, because of the barb it's going to cut like a knife",11:12:50,21,c21_s0_2-27-37.avi,[NONE],[pull 90 degrees from the tissue],[vein]
"if you got to clean, go ahead and clean, I can barely see what's going on",11:13:29,21,c21_s0_2-28-16.avi,[NONE],[clean],[vein]
"just take it, just take it, I don't like this. I mean it's not the perfect bite, but you have to weigh that from what kind of other damage you're going to do",11:17:58,21,c21_s0_2-32-45.avi,[NONE],[take it],[vein]
"okay, that's good enough",11:18:23,21,c21_s0_2-33-10.avi,[NONE],[NONE],[vein]
why?,11:18:30,21,c21_s0_2-33-17.avi,[NONE],[NONE],[NONE]
"I think you're going to be okay, you're worried about that gap?",11:18:35,21,c21_s0_2-33-22.avi,[NONE],[NONE],[NONE]
let me take a look,11:18:42,21,c21_s0_2-33-29.avi,[NONE],[NONE],[NONE]
so which one are you going to break?,11:20:11,21,c21_s0_2-34-58.avi,[NONE],[NONE],[NONE]
"you had a 50% chance at getting that right. so why are you breaking the green one, just to make sure?",11:20:17,21,c21_s0_2-35-4.avi,[NONE],[NONE],[NONE]
"okay, so that's not the right answer. the reason is, you're going to loop with the undyed one, right? and then you're going to grab the green one, and you're going to pull towards you, so that's going to bring it across the anastomosis, yes?",11:20:27,21,c21_s0_2-35-14.avi,[NONE],"[loop, grab, pull]",[NONE]
"just drop it down, just leave it down and then get it later",11:20:57,21,c21_s0_2-35-44.avi,[NONE],"[drop, leave, get]",[NONE]
what's oozey there? is that from above and dripping down?,11:21:34,21,c21_s0_2-36-21.avi,[NONE],[NONE],[NONE]
"just tie it up first so we don't get distracted, why is that knot so complicated? just tie it down. it's a square knot",11:21:38,21,c21_s0_2-36-25.avi,[NONE],"[tie up, tie down]",[NONE]
"keep going, keep going, keep going",11:21:48,21,c21_s0_2-36-35.avi,[NONE],[keep going],[NONE]
"oh you just can't dig, okay. so you can tie sideways too, yeah? so you don't have to dig into the urethra, I don't want you to dig into the urethra",11:21:55,21,c21_s0_2-36-42.avi,[NONE],"[tie sideways, don't dig]",[NONE]
"two more, two more knots",11:22:07,21,c21_s0_2-36-54.avi,[NONE],[NONE],[NONE]
that's pretty good,11:23:55,21,c21_s0_2-38-42.avi,[NONE],[NONE],[NONE]
"okay, don't make something that's perfect....",11:23:59,21,c21_s0_2-38-46.avi,[bovy],[NONE],[NONE]
"alright guys, don't take forever please",11:24:12,21,c21_s0_2-38-59.avi,[NONE],[don't take forever],[NONE]
make sure your fourth arm's free,11:24:22,21,c21_s0_2-39-9.avi,[NONE],[make sure],[NONE]
"buzz there, make it stop",14:28:55,22,c22_s0_0-22-47.avi,[NONE],"[buzz, make it stop]",[NONE]
"so before you make it bigger, I want to see vessel, i want to see the vein, i want to see the artery",14:29:18,22,c22_s0_0-23-10.avi,[NONE],"[make it bigger, see vessel, see vein, see artery]",[NONE]
"so dig, dig inside, don't make the whole bigger because you don't even know where you are yet",14:29:29,22,c22_s0_0-23-21.avi,[NONE],"[dig, don't make]",[NONE]
"i dont think so, it looks like tendon",14:29:34,22,c22_s0_0-23-26.avi,[NONE],[NONE],[nodes]
what you saw is probably the tendon of the soaz,14:29:44,22,c22_s0_0-23-36.avi,[NONE],[NONE],[nodal tissue]
very gentle smooth motions bc you havent seen your critical structures yet,14:29:53,22,c22_s0_0-23-45.avi,[NONE],[NONE],[NONE]
"open that up, get inside there",14:30:06,22,c22_s0_0-23-58.avi,[NONE],"[open, get inside]",[NONE]
"uh huh, ok",14:30:16,22,c22_s0_0-24-8.avi,[NONE],[NONE],[NONE]
"not very effective dissecting strategy here, okay. basically not progressing at all",14:30:52,22,c22_s0_0-24-44.avi,[NONE],[NONE],[NONE]
so grab a better bite with your left hand,14:30:59,22,c22_s0_0-24-51.avi,[NONE],[grab],"[vein, bone]"
"you have to get right on the artery, right",14:31:03,22,c22_s0_0-24-55.avi,[NONE],[get right],[NONE]
much better,14:31:08,22,c22_s0_0-25-0.avi,[NONE],[NONE],[NONE]
"careful gentle, gentle motions",14:31:10,22,c22_s0_0-25-2.avi,[NONE],[NONE],[NONE]
and you got to be careful of the vein on the other side,14:31:23,22,c22_s0_0-25-15.avi,[NONE],[NONE],[NONE]
I saw you looking but you didnt see anything,14:31:28,22,c22_s0_0-25-20.avi,[NONE],[NONE],[urethra]
"you're grabbing a lot of tissue too, hold on stop stop stop",14:31:34,22,c22_s0_0-25-26.avi,[NONE],"[hold on, stop]",[tissue]
okay,14:31:41,22,c22_s0_0-25-33.avi,[NONE],[NONE],[NONE]
i dont love how you're pushing down,14:31:51,22,c22_s0_0-25-43.avi,[needle],[NONE],[NONE]
"okay, let me take over for just a second",14:31:55,22,c22_s0_0-25-47.avi,[NONE],[NONE],[NONE]
"as you cut be very mindul of your vein because its going to be behind this, not far away",14:33:42,22,c22_s0_0-27-34.avi,[NONE],[NONE],[NONE]
ok now you're in business,14:34:03,22,c22_s0_0-27-55.avi,"[left hand, right hand]",[NONE],[muscle]
"now its a very bulky set of tissues so I would work this way, you probably dont have to take all this lateral tissue",14:34:09,22,c22_s0_0-28-1.avi,[NONE],[NONE],[urethra]
"do you know what I would do, let go of that and open up here on the peritoneum",14:34:25,22,c22_s0_0-28-17.avi,[NONE],"[let go, open up]",[NONE]
but you need to see,14:34:51,22,c22_s0_0-28-43.avi,[NONE],[NONE],[NONE]
"no so hold on, what I would do is take it medially and then stay on the lateral side",14:34:58,22,c22_s0_0-28-50.avi,[NONE],"[hold on, take, stay]",[NONE]
can I get you going?,14:35:10,22,c22_s0_0-29-2.avi,[NONE],[NONE],[urethra]
"so I want you to be right here, you're in the packet, you just split the packet",14:42:08,22,c22_s0_0-36-0.avi,[NONE],"[be right, split]",[NONE]
i want you to be right off the vein,14:42:13,22,c22_s0_0-36-5.avi,[NONE],[be right off],"[bladder, urethra]"
buzz that so it's not bleeding and distracting you,14:42:16,22,c22_s0_0-36-8.avi,[NONE],[buzz],[NONE]
its still bleeding,14:42:23,22,c22_s0_0-36-15.avi,[NONE],[NONE],"[bladder, urethra]"
"okay whatever, so the point is you need to be right on the vein itself okay?",14:42:26,22,c22_s0_0-36-18.avi,[NONE],[NONE],[tissue]
sweep towards the vein okay? always sweep towards the vein,14:42:35,22,c22_s0_0-36-27.avi,[NONE],[sweep towards],[NONE]
no that's parallel to the vein,14:42:41,22,c22_s0_0-36-33.avi,[NONE],[NONE],[NONE]
"perpendicular to the vein, so sweep toward the vein toward",14:42:48,22,c22_s0_0-36-40.avi,[NONE],[sweep],[NONE]
yes there you go more,14:42:51,22,c22_s0_0-36-43.avi,[NONE],[NONE],[NONE]
uh huh that's the right motion,14:42:54,22,c22_s0_0-36-46.avi,[NONE],[NONE],[NONE]
and you see a little glimpse of something there so when I see that I grab more or I stick my hand in there,14:42:57,22,c22_s0_0-36-49.avi,[NONE],[NONE],[NONE]
gotta get to the bone,14:43:08,22,c22_s0_0-37-0.avi,[NONE],[get to],[NONE]
okay good,14:43:11,22,c22_s0_0-37-3.avi,[NONE],[NONE],[NONE]
so that the bone right,14:43:13,22,c22_s0_0-37-5.avi,[NONE],[NONE],[NONE]
so thats what you want to see,14:43:15,22,c22_s0_0-37-7.avi,[NONE],[NONE],[NONE]
so now relax for a second,14:43:17,22,c22_s0_0-37-9.avi,[NONE],[relax],[NONE]
you want to see how you can get around all this tissue,14:43:21,22,c22_s0_0-37-13.avi,"[stitches, sutures]",[NONE],[NONE]
exactly so I usually take down some of the fat because its not the whole thing that has lymphatics,14:43:23,22,c22_s0_0-37-15.avi,[NONE],[NONE],[NONE]
so you just lost view,14:43:31,22,c22_s0_0-37-23.avi,[NONE],[NONE],"[urethra, urethra]"
sweep again,14:43:36,22,c22_s0_0-37-28.avi,"[stitches, sutures]",[sweep again],[NONE]
watch out,14:43:40,22,c22_s0_0-37-32.avi,[NONE],[watch out],[NONE]
so I usually take down some of that with the bovy because that's not going to have any fat in it,14:43:46,22,c22_s0_0-37-38.avi,[NONE],[NONE],[NONE]
mhm you can take that down yeah,14:44:10,22,c22_s0_0-38-2.avi,[NONE],[take down],[NONE]
"so I would open up the space a little more this way, you want to thin it out",14:44:19,22,c22_s0_0-38-11.avi,[fourth arm],"[open up, thin out]",[NONE]
yeah,14:44:28,22,c22_s0_0-38-20.avi,[electrocautery],[NONE],[NONE]
"so now its getting pretty close, get rid of some of that stuff",14:44:33,22,c22_s0_0-38-25.avi,[NONE],[get rid],"[vessel, vein, artery]"
keep going,14:45:17,22,c22_s0_0-39-9.avi,[NONE],[keep going],[NONE]
this guys nodes are pretty chunky,14:45:19,22,c22_s0_0-39-11.avi,[NONE],[NONE],[NONE]
"he's a skinny guy so proportionally the nodal tissue should be pretty minimal, but this guy's stuff is pretty chunky. he's not a fat guy",14:45:31,22,c22_s0_0-39-23.avi,[NONE],[NONE],"[tendon, psoas muscle]"
alright so what's the next step here,14:45:41,22,c22_s0_0-39-33.avi,[NONE],[NONE],[NONE]
? what's the next step?,14:45:55,22,c22_s0_0-39-47.avi,[NONE],[NONE],[NONE]
What are you looking for?,14:45:57,22,c22_s0_0-39-49.avi,[NONE],[NONE],[NONE]
okay so how are you going to do that?,14:46:01,22,c22_s0_0-39-53.avi,[NONE],[NONE],[NONE]
so hug off the vein and off the bone,14:46:09,22,c22_s0_0-40-1.avi,[left hand],[hug off],[NONE]
"open that space up, you're left hand isnt helping you at all",14:46:15,22,c22_s0_0-40-7.avi,[left hand],[open],[NONE]
too much too much though,14:46:19,22,c22_s0_0-40-11.avi,[NONE],[NONE],[NONE]
"let go of what you have holding there, its just not effective retraction. hold the tissue a little closer to the vein",14:46:21,22,c22_s0_0-40-13.avi,[NONE],"[let go, hold closer]","[tissue, vein]"
i want to get the tissue off the vein,14:46:31,22,c22_s0_0-40-23.avi,[NONE],[get the tissue off],"[tissue, vein]"
hold it closer to the vein,14:46:33,22,c22_s0_0-40-25.avi,[NONE],[hold closer],[vein]
find the edge,14:46:37,22,c22_s0_0-40-29.avi,[NONE],[find],[NONE]
"good, I like that",14:46:39,22,c22_s0_0-40-31.avi,[NONE],[NONE],[NONE]
"watch out, so that's a branch, do you see that?",14:46:45,22,c22_s0_0-40-37.avi,[NONE],[NONE],[NONE]
that's a branch so be careful about that,14:46:50,22,c22_s0_0-40-42.avi,[NONE],[NONE],[NONE]
"when you see that branch you can go above it you can go below it, maybe not right on it.",14:46:54,22,c22_s0_0-40-46.avi,[NONE],"[go above, go below]",[NONE]
okay so take care of the stuff about it,14:46:59,22,c22_s0_0-40-51.avi,[NONE],[take care],[NONE]
mhm,14:47:02,22,c22_s0_0-40-54.avi,[NONE],[NONE],[NONE]
"you can also go right below it, so you isolate just the vein itself",14:47:13,22,c22_s0_0-41-5.avi,[NONE],"[go right below, isolate]",[NONE]
mhm,14:47:22,22,c22_s0_0-41-14.avi,[NONE],[NONE],[NONE]
ok good,14:47:32,22,c22_s0_0-41-24.avi,[NONE],[NONE],[NONE]
"you can do a few things here, you can either clip the vein so its not an issue anymore or sneak it underneath",14:47:35,22,c22_s0_0-41-27.avi,[clip],"[clip, sneak]",[vein]
okay that's fine,14:47:46,22,c22_s0_0-41-38.avi,[NONE],[NONE],[NONE]
"again, see how far away your left hand is to the action. too far away right?",14:47:50,22,c22_s0_0-41-42.avi,[left hand],[NONE],[NONE]
"so careful, what you just grabbed im not sure if you grabbed that branch of the vein with it.",14:48:02,22,c22_s0_0-41-54.avi,[NONE],[NONE],[vein]
mhm ok,14:48:18,22,c22_s0_0-42-10.avi,[NONE],[NONE],[NONE]
so why are you not progressing,14:48:23,22,c22_s0_0-42-15.avi,[NONE],[NONE],[NONE]
you got to always grab closer,14:48:26,22,c22_s0_0-42-18.avi,[NONE],[grab closer],[NONE]
okay good,14:48:33,22,c22_s0_0-42-25.avi,[NONE],[NONE],[NONE]
so what I would do...,14:48:37,22,c22_s0_0-42-29.avi,[NONE],[NONE],[NONE]
huh,14:48:40,22,c22_s0_0-42-32.avi,[NONE],[NONE],[NONE]
what did you see?,14:48:42,22,c22_s0_0-42-34.avi,[NONE],[NONE],[NONE]
so instead of grabbing something I would just let go of your left hand and stick the whole thing jaws closed into that space,14:48:47,22,c22_s0_0-42-39.avi,[left hand],"[let go, stick]",[NONE]
but deeper your space is already open much deeper than that,14:48:58,22,c22_s0_0-42-50.avi,[NONE],[NONE],[NONE]
you gotta be able to see though,14:49:04,22,c22_s0_0-42-56.avi,[NONE],[NONE],[NONE]
try to open that space up,14:49:07,22,c22_s0_0-42-59.avi,[NONE],[open],[NONE]
where is the nerve,14:49:09,22,c22_s0_0-43-1.avi,[NONE],[NONE],[NONE]
that's bone,14:49:16,22,c22_s0_0-43-8.avi,[NONE],[NONE],[NONE]
watch your vein,14:49:21,22,c22_s0_0-43-13.avi,[NONE],[watch],[vein]
"okay, so I usually don't look for it here. you usually look for it up higher",14:49:25,22,c22_s0_0-43-17.avi,[NONE],[NONE],[NONE]
"i dont look for it here, i would look higher. much higher",14:49:30,22,c22_s0_0-43-22.avi,[NONE],[NONE],[NONE]
"get in that space first, lets find the nerve up there",14:49:40,22,c22_s0_0-43-32.avi,[NONE],"[get in, find]",[NONE]
i don't really love this,14:50:02,22,c22_s0_0-43-54.avi,[NONE],[NONE],[NONE]
i would just take the vein for now,14:50:07,22,c22_s0_0-43-59.avi,[NONE],[take],[vein]
make sure you can get around it easily,14:50:14,22,c22_s0_0-44-6.avi,[NONE],[make sure],[NONE]
uh huh okay,14:50:24,22,c22_s0_0-44-16.avi,[NONE],[NONE],[NONE]
you can put a second one,14:50:47,22,c22_s0_0-44-39.avi,[NONE],[put],[NONE]
when you cut  you have to have a little bit of stump or else the clip is going to fall off the vein and then you're going to bleed,14:50:50,22,c22_s0_0-44-42.avi,[clip],[cut],[vein]
"and your left hand you just cant keep pulling forever, that's a little more retraction than I would allow",14:51:25,22,c22_s0_0-45-17.avi,"[left hand, retractor]",[NONE],[NONE]
okay cut it,14:51:27,22,c22_s0_0-45-19.avi,[NONE],[cut],[NONE]
"alright a little bit sloppy, you're cutting onto the clip itself",14:51:44,22,c22_s0_0-45-36.avi,[clip],[NONE],[NONE]
you should know exactly what you're doing,14:51:50,22,c22_s0_0-45-42.avi,[NONE],[NONE],[NONE]
"okay alright, I want to see that nerve man, i haven't seen it yet",14:51:52,22,c22_s0_0-45-44.avi,[NONE],[show],[NONE]
that's probably the vein that you just cut,14:52:02,22,c22_s0_0-45-54.avi,[NONE],[NONE],[vein]
"so again, you haven't seen it so stick with my rules okay?",14:52:10,22,c22_s0_0-46-2.avi,[NONE],[stick],[NONE]
you haven't seen the nerve yet so I don't want you cutting anything. lets find it first,14:52:14,22,c22_s0_0-46-6.avi,[NONE],[find],[NONE]
"so up and down motion, up and down motion",14:52:22,22,c22_s0_0-46-14.avi,[NONE],[NONE],[NONE]
and then your left hand could let go of that get in and just spread open,14:52:28,22,c22_s0_0-46-20.avi,[left hand],"[let go, get in, spread open]",[NONE]
okay good okay,14:52:34,22,c22_s0_0-46-26.avi,[NONE],[NONE],[NONE]
"so what we want to do now is sweep all this tissue off the nerve thats a blunt nerve, but before you do that i would grab this bit of tissue with your left hand.",14:52:38,22,c22_s0_0-46-30.avi,[left hand],"[grab, sweep]","[tissue, nerve, tissue]"
so grab this tissue here left hand,14:53:00,22,c22_s0_0-46-52.avi,[left hand],[grab],[NONE]
separate nerve and take away that tissue there,14:53:05,22,c22_s0_0-46-57.avi,[NONE],"[separate, take away]","[tissue, nerve]"
yeah,14:53:11,22,c22_s0_0-47-3.avi,[NONE],[NONE],[NONE]
so im very risk adverse so I like to go right off the nerve take that seperate that,14:53:17,22,c22_s0_0-47-9.avi,[NONE],"[go right, take, separate]",[NONE]
